0,929938,938182,8244,931528,938186,6658,8248
1,905797,917908,12111,907954,917912,9958,12115
2,923999,929930,5931,924384,929935,5551,5936
3,917494,924977,7483,917875,924984,7109,7490
4,907958,918481,10523,910094,918486,8392,10528
5,897639,905788,8149,898024,905793,7769,8154
6,891094,898635,7541,891477,898640,7163,7546
7,885257,892078,6821,887398,892083,4685,6826
8,877037,885248,8211,877420,885253,7833,8216
9,870537,878017,7480,870925,878023,7098,7486
10,864663,870933,6270,866816,870937,4121,6274
11,843699,854888,11189,844784,854894,10110,11195
12,857977,864651,6674,858172,864656,6484,6679
13,854659,858511,3852,854852,858520,3668,3861
14,844789,855200,10411,845885,855205,9320,10416
15,838708,843689,4981,838903,843694,4791,4986
16,835409,839251,3842,835599,839258,3659,3849
17,831685,835942,4257,832774,835947,3173,4262
18,826682,831675,4993,826878,831680,4802,4998
19,823387,827227,3840,823578,827237,3659,3850
20,819631,823913,4282,820719,823919,3200,4288
21,814641,819621,4980,814836,819627,4791,4986
22,811343,815176,3833,811533,815183,3650,3840
23,807581,811876,4295,808689,811882,3193,4301
24,802593,807570,4977,802788,807577,4789,4984
25,799282,803133,3851,799474,803139,3665,3857
26,795539,799812,4273,796635,799817,3182,4278
27,790554,795528,4974,790749,795534,4785,4980
28,787254,791101,3847,787445,791108,3663,3854
29,783527,787784,4257,784611,787789,3178,4262
30,778555,783516,4961,778749,783522,4773,4967
31,775253,779092,3839,775444,779099,3655,3846
32,771533,775783,4250,772594,775789,3195,4256
33,766578,770735,4157,766773,770742,3969,4164
34,763267,766780,3513,763460,766787,3327,3520
35,759507,763464,3957,760606,763469,2863,3962
36,742014,752368,10354,742571,752383,9812,10369
37,755217,758706,3489,755316,758712,3396,3495
38,752263,755320,3057,752363,755336,2973,3073
39,742578,752387,9809,743128,752397,9269,9819
40,738175,741607,3432,738274,741617,3343,3442
41,735237,738280,3043,735335,738296,2961,3059
42,732040,735342,3302,732605,735353,2748,3313
43,728189,731637,3448,728289,731646,3357,3457
44,725238,728293,3055,725338,728309,2971,3071
45,722055,725345,3290,722610,725357,2747,3302
46,718193,721640,3447,718292,721652,3360,3459
47,715125,718299,3174,715223,718315,3092,3190
48,711930,715231,3301,712491,715243,2752,3313
49,708062,711517,3455,708162,711528,3366,3466
50,705128,708170,3042,705227,708189,2962,3061
51,701939,705236,3297,702487,705245,2758,3306
52,698069,701522,3453,698167,701532,3365,3463
53,695144,698175,3031,695243,698191,2948,3047
54,691957,695250,3293,692520,695260,2740,3303
55,688083,691542,3459,688182,691552,3370,3469
56,685147,688187,3040,685246,688206,2960,3059
57,681955,685253,3298,682514,685265,2751,3310
58,678106,681544,3438,678204,681555,3351,3449
