0,15927,32230,16303,16469,32233,15764,16306
1,32243,45346,13103,35358,45349,9991,13106
2,35373,45373,10000,36221,45376,9155,10003
3,41192,50043,8851,45319,50046,4727,8854
4,46907,59294,12387,50020,59297,9277,12390
5,59306,67621,8315,61950,67624,5674,8318
6,63479,72286,8807,67602,72289,4687,8810
7,69154,81525,12371,72268,81528,9260,12374
8,81537,89859,8322,84189,89862,5673,8325
9,85713,94515,8802,89836,94518,4682,8805
10,91387,103773,12386,94497,103776,9279,12389
11,103784,115357,11573,108842,115360,6518,11576
12,108847,115380,6533,110219,115383,5164,6536
13,112723,118920,6197,115338,118923,3585,6200
14,116193,123505,7312,118901,123508,4607,7315
15,123516,129475,5959,126030,129478,3448,5962
16,126825,133010,6185,129456,133013,3557,6188
17,130285,137613,7328,132995,137616,4621,7331
18,137625,143585,5960,140136,143588,3452,5963
19,140944,147117,6173,143564,147120,3556,6176
20,144386,151703,7317,147097,151706,4609,7320
21,151714,157668,5954,154222,157671,3449,5957
22,155030,161216,6186,157648,161219,3571,6189
23,158483,165838,7355,161197,165841,4644,7358
24,165849,176079,10230,170743,176082,5339,10233
25,170748,176103,5355,172179,176106,3927,5358
26,173561,179183,5622,176056,179186,3130,5625
27,176582,181604,5022,179167,181607,2440,5025
28,181617,187080,5463,184093,187083,2990,5466
29,184559,190150,5591,187063,190153,3090,5594
30,187559,192555,4996,190130,192558,2428,4999
31,192567,198035,5468,195041,198038,2997,5471
32,195520,201121,5601,198016,201124,3108,5604
33,198520,206234,7714,201100,206237,5137,7717
34,203529,209237,5708,206212,209240,3028,5711
35,206713,212322,5609,209218,212325,3107,5612
36,209710,214744,5034,212301,214747,2446,5037
37,214756,220208,5452,217226,220211,2985,5455
38,217691,223276,5585,220190,223279,3089,5588
39,220681,225698,5017,223257,225701,2444,5020
40,225711,231186,5475,228188,231189,3001,5478
41,228660,234270,5610,231169,234273,3104,5613
42,231664,236680,5016,234249,236683,2434,5019
43,236694,246444,9750,241754,246447,4693,9753
44,241765,246469,4704,243173,246472,3299,4707
45,243957,249398,5441,246420,249401,2981,5444
46,246749,250670,3921,249381,250673,1292,3924
47,250682,256163,5481,253379,256166,2787,5484
48,253664,259115,5451,256141,259118,2977,5454
49,256451,260372,3921,259090,260375,1285,3924
50,260384,265879,5495,263080,265882,2802,5498
51,263378,268830,5452,265856,268833,2977,5455
52,266163,270484,4321,268812,270487,1675,4324
