v/tower_0/cg/incept_v4_b0_2/conv68/conv2d/Conv2D,1431
v/tower_0/cg/incept_v4_b0_3/conv82/conv2d/Conv2D,1694
v/tower_0/cg/conv2/conv2d/Conv2D,9217
v/tower_0/cg/incept_v4_b0_6/conv106/conv2d/Conv2D,1429
v/tower_0/cg/incept_v4_c0/conv123/conv2d/Conv2D,542
v/tower_0/cg/incept_v4_b0_4/conv92/conv2d/Conv2D,1701
v/tower_0/cg/incept_v4_b0_3/conv81/conv2d/Conv2D,1611
v/tower_0/cg/incept_v4_a0/conv13/conv2d/Conv2D,760
v/tower_0/cg/incept_v4_a0_2/conv31/conv2d/Conv2D,1755
v/tower_0/cg/incept_v4_sc0/conv10/conv2d/Conv2D,9101
v/tower_0/cg/incept_v4_a0_1/conv22/conv2d/Conv2D,754
v/tower_0/cg/incept_v4_b0_2/conv65/conv2d/Conv2D,1429
v/tower_0/cg/incept_v4_c0_2/conv148/conv2d/Conv2D,708
v/tower_0/cg/incept_v4_rb0/conv115/conv2d/Conv2D,1815
v/tower_0/cg/incept_v4_c0_2/conv145/conv2d/Conv2D,1050
v/tower_0/cg/incept_v4_b0/conv48/conv2d/Conv2D,1438
v/tower_0/cg/incept_v4_a0_2/conv29/conv2d/Conv2D,756
v/tower_0/cg/incept_v4_a0/conv12/conv2d/Conv2D,1313
v/tower_0/cg/incept_v4_b0_6/conv103/conv2d/Conv2D,930
v/tower_0/cg/incept_v4_sb0/conv7/conv2d/Conv2D,3175
v/tower_0/cg/incept_v4_b0_2/conv66/conv2d/Conv2D,1422
v/tower_0/cg/incept_v4_c0/conv126/conv2d/Conv2D,1217
v/tower_0/cg/incept_v4_c0_1/conv131/conv2d/Conv2D,1046
v/tower_0/cg/incept_v4_c0_2/conv142/conv2d/Conv2D,542
v/tower_0/cg/incept_v4_sb0/conv5/conv2d/Conv2D,5019
v/tower_0/cg/incept_v4_a0/conv14/conv2d/Conv2D,1362
v/tower_0/cg/incept_v4_a0_2/conv30/conv2d/Conv2D,1372
v/tower_0/cg/incept_v4_b0_2/conv69/conv2d/Conv2D,1281
v/tower_0/cg/incept_v4_a0_2/conv25/conv2d/Conv2D,1338
v/tower_0/cg/incept_v4_a0_3/conv36/conv2d/Conv2D,757
v/tower_0/cg/incept_v4_b0_4/conv87/conv2d/Conv2D,1702
v/tower_0/cg/incept_v4_b0_1/conv57/conv2d/Conv2D,1710
v/tower_0/cg/incept_v4_b0_3/conv77/conv2d/Conv2D,1736
v/tower_0/cg/incept_v4_a0_3/conv32/conv2d/Conv2D,1326
v/tower_0/cg/incept_v4_b0_6/conv104/conv2d/Conv2D,2683
v/tower_0/cg/incept_v4_a0/conv17/conv2d/Conv2D,1767
v/tower_0/cg/incept_v4_b0_2/conv63/conv2d/Conv2D,933
v/tower_0/cg/incept_v4_a0_3/conv38/conv2d/Conv2D,1750
v/tower_0/cg/incept_v4_b0_2/conv67/conv2d/Conv2D,1728
v/tower_0/cg/incept_v4_a0_1/conv20/conv2d/Conv2D,766
v/tower_0/cg/incept_v4_ra0/conv42/conv2d/Conv2D,3465
v/tower_0/cg/incept_v4_b0_1/conv59/conv2d/Conv2D,1283
v/tower_0/cg/incept_v4_sb0/conv4/conv2d/Conv2D,1399
v/tower_0/cg/incept_v4_b0_5/conv95/conv2d/Conv2D,1337
v/tower_0/cg/incept_v4_b0_3/conv76/conv2d/Conv2D,1431
v/tower_0/cg/incept_v4_b0_1/conv54/conv2d/Conv2D,2700
v/tower_0/cg/incept_v4_b0_1/conv53/conv2d/Conv2D,930
v/tower_0/cg/conv1/conv2d/Conv2D,5009
v/tower_0/cg/incept_v4_rb0/conv113/conv2d/Conv2D,1425
v/tower_0/cg/incept_v4_b0_6/conv108/conv2d/Conv2D,1340
v/tower_0/cg/incept_v4_b0/conv44/conv2d/Conv2D,2690
v/tower_0/cg/incept_v4_a0/conv16/conv2d/Conv2D,1344
v/tower_0/cg/incept_v4_b0/conv50/conv2d/Conv2D,1361
v/tower_0/cg/incept_v4_a0_1/conv19/conv2d/Conv2D,1332
v/tower_0/cg/incept_v4_b0/conv51/conv2d/Conv2D,1616
v/tower_0/cg/incept_v4_sb0/conv9/conv2d/Conv2D,5004
v/tower_0/cg/incept_v4_a0_1/conv18/conv2d/Conv2D,1332
v/tower_0/cg/incept_v4_a0_1/conv23/conv2d/Conv2D,1357
v/tower_0/cg/incept_v4_b0/conv47/conv2d/Conv2D,1704
v/tower_0/cg/incept_v4_b0_3/conv73/conv2d/Conv2D,930
v/tower_0/cg/incept_v4_b0_4/conv90/conv2d/Conv2D,1354
v/tower_0/cg/incept_v4_b0_5/conv101/conv2d/Conv2D,1625
v/tower_0/cg/incept_v4_c0_1/conv137/conv2d/Conv2D,708
v/tower_0/cg/incept_v4_c0/conv120/conv2d/Conv2D,700
v/tower_0/cg/incept_v4_sb0/conv8/conv2d/Conv2D,3662
v/tower_0/cg/incept_v4_b0_2/conv71/conv2d/Conv2D,1616
v/tower_0/cg/incept_v4_b0/conv52/conv2d/Conv2D,1715
v/tower_0/cg/incept_v4_b0_6/conv112/conv2d/Conv2D,1705
v/tower_0/cg/incept_v4_b0_1/conv62/conv2d/Conv2D,1697
v/tower_0/cg/incept_v4_c0_2/conv144/conv2d/Conv2D,1047
v/tower_0/cg/incept_v4_b0_5/conv98/conv2d/Conv2D,1428
v/tower_0/cg/incept_v4_b0_5/conv102/conv2d/Conv2D,1717
v/tower_0/cg/incept_v4_b0/conv45/conv2d/Conv2D,1424
v/tower_0/cg/incept_v4_a0_1/conv24/conv2d/Conv2D,1763
v/tower_0/cg/incept_v4_b0/conv43/conv2d/Conv2D,929
v/tower_0/cg/incept_v4_b0_6/conv111/conv2d/Conv2D,1640
v/tower_0/cg/incept_v4_b0_2/conv64/conv2d/Conv2D,2697
v/tower_0/cg/incept_v4_b0_1/conv56/conv2d/Conv2D,1425
v/tower_0/cg/incept_v4_rb0/conv118/conv2d/Conv2D,1348
v/tower_0/cg/incept_v4_b0_4/conv88/conv2d/Conv2D,1428
v/tower_0/cg/incept_v4_b0_5/conv96/conv2d/Conv2D,1432
v/tower_0/cg/incept_v4_ra0/conv40/conv2d/Conv2D,2148
v/tower_0/cg/incept_v4_b0/conv49/conv2d/Conv2D,1282
v/tower_0/cg/incept_v4_c0/conv119/conv2d/Conv2D,702
v/tower_0/cg/incept_v4_a0_3/conv35/conv2d/Conv2D,1349
v/tower_0/cg/incept_v4_c0/conv125/conv2d/Conv2D,1044
v/tower_0/cg/incept_v4_sb0/conv6/conv2d/Conv2D,1385
v/tower_0/cg/incept_v4_b0_5/conv99/conv2d/Conv2D,1273
v/tower_0/cg/incept_v4_c0_2/conv143/conv2d/Conv2D,544
v/tower_0/cg/incept_v4_ra0/conv39/conv2d/Conv2D,8811
v/tower_0/cg/incept_v4_b0_4/conv85/conv2d/Conv2D,1431
v/tower_0/cg/incept_v4_b0_5/conv93/conv2d/Conv2D,928
v/tower_0/cg/incept_v4_a0/conv15/conv2d/Conv2D,753
v/tower_0/cg/incept_v4_a0_1/conv21/conv2d/Conv2D,1363
v/tower_0/cg/incept_v4_c0_2/conv139/conv2d/Conv2D,706
v/tower_0/cg/incept_v4_c0_1/conv133/conv2d/Conv2D,541
v/tower_0/cg/incept_v4_b0_1/conv60/conv2d/Conv2D,1343
v/tower_0/cg/incept_v4_b0_6/conv105/conv2d/Conv2D,1430
v/tower_0/cg/incept_v4_b0_4/conv86/conv2d/Conv2D,1422
v/tower_0/cg/incept_v4_a0_2/conv26/conv2d/Conv2D,1320
v/tower_0/cg/incept_v4_a0_3/conv37/conv2d/Conv2D,1366
v/tower_0/cg/incept_v4_c0_1/conv129/conv2d/Conv2D,706
v/tower_0/cg/incept_v4_b0_2/conv72/conv2d/Conv2D,1698
v/tower_0/cg/incept_v4_b0_6/conv110/conv2d/Conv2D,1345
v/tower_0/cg/incept_v4_b0_4/conv89/conv2d/Conv2D,1288
v/tower_0/cg/incept_v4_rb0/conv116/conv2d/Conv2D,2018
v/tower_0/cg/incept_v4_b0_1/conv55/conv2d/Conv2D,1434
v/tower_0/cg/incept_v4_b0/conv46/conv2d/Conv2D,1417
v/tower_0/cg/incept_v4_a0_2/conv27/conv2d/Conv2D,762
v/tower_0/cg/incept_v4_c0_1/conv136/conv2d/Conv2D,1224
v/tower_0/cg/incept_v4_c0/conv121/conv2d/Conv2D,1045
v/tower_0/cg/incept_v4_rb0/conv114/conv2d/Conv2D,653
v/tower_0/cg/incept_v4_c0_2/conv146/conv2d/Conv2D,1223
v/tower_0/cg/incept_v4_b0_4/conv91/conv2d/Conv2D,1611
v/tower_0/cg/incept_v4_c0_2/conv140/conv2d/Conv2D,700
v/tower_0/cg/incept_v4_c0_1/conv132/conv2d/Conv2D,542
v/tower_0/cg/incept_v4_c0_1/conv135/conv2d/Conv2D,1052
v/tower_0/cg/incept_v4_b0_5/conv100/conv2d/Conv2D,1351
v/tower_0/cg/incept_v4_sa0/conv3/conv2d/Conv2D,7300
v/tower_0/cg/incept_v4_b0_3/conv74/conv2d/Conv2D,2701
v/tower_0/cg/incept_v4_b0_4/conv83/conv2d/Conv2D,930
v/tower_0/cg/incept_v4_rb0/conv117/conv2d/Conv2D,2250
v/tower_0/cg/incept_v4_ra0/conv41/conv2d/Conv2D,5094
v/tower_0/cg/incept_v4_c0_1/conv138/conv2d/Conv2D,708
v/tower_0/cg/incept_v4_b0_3/conv80/conv2d/Conv2D,1354
v/tower_0/cg/incept_v4_b0_5/conv97/conv2d/Conv2D,1701
v/tower_0/cg/conv0/conv2d/Conv2D,959
v/tower_0/cg/incept_v4_b0_5/conv94/conv2d/Conv2D,2695
v/tower_0/cg/incept_v4_c0/conv127/conv2d/Conv2D,707
v/tower_0/cg/incept_v4_b0_2/conv70/conv2d/Conv2D,1348
v/tower_0/cg/incept_v4_b0_3/conv79/conv2d/Conv2D,1294
v/tower_0/cg/incept_v4_b0_3/conv78/conv2d/Conv2D,1432
v/tower_0/cg/incept_v4_c0_2/conv141/conv2d/Conv2D,1049
v/tower_0/cg/incept_v4_b0_4/conv84/conv2d/Conv2D,2690
v/tower_0/cg/incept_v4_b0_6/conv107/conv2d/Conv2D,1712
v/tower_0/cg/incept_v4_c0/conv128/conv2d/Conv2D,710
v/tower_0/cg/incept_v4_a0_3/conv33/conv2d/Conv2D,1313
v/tower_0/cg/incept_v4_a0_3/conv34/conv2d/Conv2D,757
v/tower_0/cg/incept_v4_c0_2/conv147/conv2d/Conv2D,714
v/tower_0/cg/incept_v4_a0/conv11/conv2d/Conv2D,1330
v/tower_0/cg/incept_v4_b0_1/conv61/conv2d/Conv2D,1611
v/tower_0/cg/incept_v4_b0_1/conv58/conv2d/Conv2D,1428
v/tower_0/cg/incept_v4_c0_1/conv134/conv2d/Conv2D,1045
v/tower_0/cg/incept_v4_c0_1/conv130/conv2d/Conv2D,705
v/tower_0/cg/incept_v4_a0_2/conv28/conv2d/Conv2D,1366
v/tower_0/cg/incept_v4_b0_6/conv109/conv2d/Conv2D,1279
v/tower_0/cg/incept_v4_c0/conv124/conv2d/Conv2D,1047
v/tower_0/cg/incept_v4_c0/conv122/conv2d/Conv2D,542
v/tower_0/cg/incept_v4_b0_3/conv75/conv2d/Conv2D,1427
